Filename,SNR,SN_Name,Age_(days),Age_Unc_(days),redshift,Dm15,Subtype,dm15,bootstrap_age,snid_std_dev,delta_age,delta_age_unc,MJD
sn1997cn-19970529.27-fast.flm,8.38,1997cn,10.985444531862957,0.7867820613690009,0.0168,1.9,91bg,1.9,18.45,3.7527,7.464555468137043,3.834290456145968,50597.27
sn2006gz-20061019.13-fast.flm,64.47,2006gz,7.260113347664931,0.4885675200312683,0.0234,0.69,pec,0.69,7.1,0.8542,-0.1601133476649314,0.9840507413896418,54027.13
sn2008Q-20080206.11-fast.flm,198.31,2008Q,-3.263565122508554,0.1983930165658169,0.0081,1.25,N,1.25,-1.95,0.7646,1.3135651225085538,0.7899195838957814,54502.11
sn2002fk-20021228.25-fast.flm,19.85,2002fk,87.69230769230624,0.3970223325062034,0.0075,1.13,N,1.13,86.25,2.0287,-1.442307692306244,2.06718417721031,52636.25
sn2000fd-20001215.15-fast.flm,15.63,2000fd,,,0.0161,,,,,,,,51893.15
sn2003kf-20031128.43-fast.flm,50.06,2003kf,-9.301171332144747,0.3970617431010522,0.0074,1.1,N,1.1,-1.35,1.0428,7.951171332144748,1.1158359502339248,52971.43
sn2005cn-20050628.21-fast.flm,101.95,2005cn,,,0.0068,,,,1.25,2.0934,,,53549.21
sn2005cc-20050709.21-fast.flm,8.68,2005cc,41.300248138958395,0.4962779156327543,0.0075,1.94,,1.94,33.55,5.8704,-7.750248138958398,5.891340079264206,53560.21
sn2000cx-20000727.43-fast.flm,256.68,2000cx,-0.3670270806493595,0.2975895248487253,0.0081,0.99,pec,0.99,-4.05,1.5354,-3.68297291935064,1.563973364638826,51752.43
sn2001ex-20011018.51-fast.flm,11.13,2001ex,-3.497661730316161,0.4871395167575993,0.0264,1.56,N,1.56,-1.6,0.6271,1.8976617303161607,0.7940776528695587,52200.51
sn2002he-20021113.53-fast.flm,50.44,2002he,5.592426312703422,0.1951981260979894,0.0246,1.44,HV,1.44,5.6,0.531,0.0075736872965777,0.565741379458995,52591.53
sn1999X-19990215.29-fast.flm,29.97,1999X,20.76870549214796,0.97551458394303,0.0251,1.11,,1.11,17.2,0.9047,-3.5687054921479593,1.3304551076550997,51224.29
sn2007le-20071109.18-fast.flm,137.56,2007le,14.382201032978946,0.4966229638458482,0.0068,1.01,HV,1.01,13.1,0.6886,-1.2822010329789464,0.8490019600796188,54413.18
sn2003cg-20030330.23-fast.flm,54.15,2003cg,-1.1652225873899549,0.3983666965441689,0.0041,1.26,N,1.26,-0.95,0.7598,0.2152225873899549,0.8578997988783503,52728.23
sn2007hj-20070904.36-fast.flm,88.21,2007hj,-1.5182884748110748,0.1971803214039239,0.0143,1.95,N,1.95,-2.0,1.0491,-0.4817115251889252,1.067469385579256,54347.36
sn2006gz-20060929.10-fast.flm,35.39,2006gz,-12.31190150478654,0.4885675200312683,0.0234,0.69,pec,0.69,-0.95,0.843,11.36190150478654,0.9743445086977726,54007.1
sn2001fe-20011119.47-fast.flm,56.32,2001fe,3.2267613972805154,0.0986777185711466,0.0134,1.0,N,1.0,2.5,0.4911,-0.7267613972805154,0.5009156637023905,52232.47
sn2004bd-20040422.36-fast.flm,86.29,2004bd,23.153930022797685,0.2973535533749628,0.0089,,,,25.6,1.0791,2.446069977202317,1.1193194118323495,53117.36
sn2006S-20060203.47-fast.flm,68.96,2006S,0.261602557895625,0.0968898362561767,0.0321,0.93,N,0.93,-2.15,1.4897,-2.411602557895625,1.4928475241530024,53769.47
sn2002bo-20020310.26-fast.flm,59.43,2002bo,-13.38245544159619,0.6970028875833914,0.0043,1.08,HV,1.08,-1.165,1.1664,12.21745544159619,1.3587869536095738,52343.26
sn2001bf-20010721.19-fast.flm,9.89,2001bf,64.4840488381304,0.7877116975187082,0.0156,0.99,N,0.99,65.75,2.3735,1.2659511618695944,2.500798266235764,52111.19
sn1998D-19980321.50-fast.flm,13.38,1998D,,,0.0126,,,,55.55,3.2655,,,50893.5
sn2007sr-20080309.36-fast.flm,59.41,2007sr,84.78520286396383,0.2983293556085918,0.0056,1.05,,1.05,86.95,2.9291,2.164797136036171,2.9442532524254497,54534.36
sn2005mz-20060201.15-fast.flm,3.31,2005mz,20.98073899370926,1.3757861635220123,0.0176,1.83,,1.83,30.8,1.6453,9.81926100629074,2.1447143534136703,53767.15
sn2001fh-20011108.19-fast.flm,57.3,2001fh,-2.578287069051252,0.0987849451743554,0.0123,1.51,N,1.51,-2.7,0.9189,-0.1217129309487483,0.9241946090478458,52221.19
sn1999dq-19990909.44-fast.flm,85.83,1999dq,-5.482694014394706,0.6902672320283996,0.0141,0.86,91T,0.86,-5.1,0.5385,0.3826940143947066,0.8754719307962697,51430.44
sn2004gz-20050114.53-fast.flm,20.19,2004gz,,,0.0137,,,,29.15,1.8109,,,53384.53
sn1998dm-19980911.33-fast.flm,133.32,1998dm,7.382016890213901,0.5961251862891207,0.0065,0.9,N,0.9,5.0,0.382,-2.382016890213901,0.7080178230300695,51067.33
sn2002dk-20020615.35-fast.flm,11.25,2002dk,,,0.0185,,,,-1.3,0.8304,,,52440.35
sn2006le-20061031.45-fast.flm,27.1,2006le,-7.814035777476278,0.2948692746215844,0.0174,0.88,N,0.88,-7.65,0.9029,0.1640357774762773,0.9498296158342608,54039.45
sn2002fk-20030129.22-mmt.flm,39.16,2002fk,119.42431761786573,0.3970223325062034,0.0075,1.13,N,1.13,105.9,8.2793,-13.52431761786572,8.28881386101224,52668.22
sn2006N-20060131.22-fast.flm,129.48,2006N,5.540767031452844,0.1971803214039239,0.0143,1.5,N,1.5,5.5,0.5775,-0.0407670314528436,0.6102346508917326,53766.22
sn2002ar-20020213.48-fast.flm,71.81,2002ar,,,0.0302,,,,4.9,0.4641,,,52318.48
sn2003fa-20030605.42-fast.flm,20.37,2003fa,-10.361399461744364,0.4805843906189927,0.0404,0.8,91T,0.8,-4.1,1.0853,6.2613994617443645,1.1869445844295463,52795.42
sn2003U-20030206.55-fast.flm,25.21,2003U,-0.7295010213014298,0.0972668028401906,0.0281,1.46,N,1.46,-3.1,1.0805,-2.37049897869857,1.0848691538313515,52676.55
sn2000bk-20000510.19-fast.flm,8.09,2000bk,26.51648137312495,0.4876145894285156,0.0254,1.46,,1.46,28.05,0.6526,1.5335186268750505,0.8146500769186361,51674.19
sn2007fb-20070718.48-fast.flm,41.3,2007fb,12.554027504917595,0.2946954813359528,0.018,,N,,11.4,0.2317,-1.154027504917595,0.3748737343690925,54299.48
sn2003kd-20031127.26-fast.flm,52.39,2003kd,,,0.03,,,,-1.75,1.0125,,,52970.26
sn2002bo-20030129.39-mmt.flm,29.74,2002bo,310.3554714726699,0.6970028875833914,0.0043,1.08,HV,1.08,225.0,10.8509,-85.35547147266988,10.873262796203337,52668.39
sn2002av-20020212.19-fast.flm,20.77,2002av,,,0.049,,,,6.25,0.3637,,,52317.19
sn1998V-19980401.50-fast.flm,74.0,1998V,13.07253784155977,0.7863180656575585,0.0174,0.99,N,0.99,13.55,0.403,0.4774621584402307,0.8835751809435598,50904.5
sn2003ic-20031002.25-fast.flm,24.33,2003ic,8.007201743577268,1.421396759215389,0.0553,,N,,10.7,0.4966,2.6927982564227317,1.5056494635565114,52914.25
sn2002cd-20020410.49-fast.flm,37.45,2002cd,-8.62034837687958,0.3958828186856691,0.0104,0.84,HV,0.84,-2.8,1.088,5.82034837687958,1.1577854750041177,52374.49
sn2006gr-20061023.18-fast.flm,25.05,2006gr,18.15194277981716,0.4832785617630002,0.0346,0.81,N,0.81,17.25,0.905,-0.9019427798171584,1.0259547593630598,54031.18
sn2005na-20060104.34-fast.flm,48.27,2005na,-1.5200233849799742,1.2666861541459613,0.0263,1.09,N,1.09,-2.2,1.1446,-0.6799766150200259,1.7072208331393706,53739.34
sn2003ch-20030330.16-fast.flm,12.98,2003ch,2.7902439024395926,0.7804878048780489,0.025,1.22,N,1.22,2.4,0.5052,-0.3902439024395927,0.929724826797346,52728.16
sn1999da-19990709.45-fast.flm,22.21,1999da,-2.6180596720030183,0.395178818415333,0.0122,1.9,91bg,1.9,2.4,0.874,5.018059672003018,0.9591883540390485,51368.45
sn2001fe-20011217.43-fast.flm,31.44,2001fe,30.817051509772252,0.0986777185711466,0.0134,1.0,N,1.0,37.6,1.6623,6.782948490227749,1.6652262855667417,52260.43
sn2006N-20060127.24-fast.flm,100.73,2006N,1.616878635511602,0.1971803214039239,0.0143,1.5,N,1.5,0.35,0.7819,-1.2668786355116022,0.8063793704882056,53762.24
sn2006X-20060325.46-fast.flm,90.45,2006X,33.18742538798307,0.7958615200955034,0.0052,1.18,HV,1.18,32.45,2.483,-0.7374253879830661,2.607428725616239,53819.46
sn2007nq-20071103.20-fast.flm,12.8,2007nq,9.186602870812004,0.4784688995215311,0.045,1.47,N,1.47,9.2,0.3487,0.0133971291879948,0.592050823670861,54407.2
sn2006X-20060221.40-fast.flm,168.28,2006X,1.293274970158088,0.7958615200955034,0.0052,1.18,HV,1.18,0.045,2.301,-1.248274970158088,2.4347477403560163,53787.4
sn2006bt-20060504.35-fast.flm,34.03,2006bt,1.8891687657402536,0.5812826971517148,0.0322,1.0,N,1.0,-4.05,0.8612,-5.939168765740254,1.0390163684985776,53859.35
sn2002eu-20020905.49-fast.flm,16.75,2002eu,3.074402467227306,0.1927525057825751,0.0376,1.52,N,1.52,1.55,0.7919,-1.5244024672273058,0.8150209435870109,52522.49
sn2004ef-20040911.34-fast.flm,40.65,2004ef,-4.2289039767221945,0.1939864209505334,0.031,1.39,HV,1.39,-6.3,1.3663,-2.0710960232778053,1.3800023266332553,53259.34
sn2005cc-20050607.20-fast.flm,19.17,2005cc,9.52853598014744,0.4962779156327543,0.0075,1.94,,1.94,33.9,3.4059,24.37146401985256,3.4418667289052305,53528.2
sn2008af-20080211.48-fast.flm,31.59,2008af,5.882922109338893,0.4837929366231253,0.0335,1.33,HV,1.33,5.9,0.6375,0.017077890661107,0.8002886076450341,54507.48
sn2001C-20010114.20-fast.flm,74.44,2001C,,,0.0109,,,,14.4,0.5671,,,51923.2
sn2001P-20010202.52-fast.flm,16.24,2001P,,,0.0206,,,,25.9,2.4196,,,51942.52
sn2002bo-20020317.35-fast.flm,191.72,2002bo,-6.322811908790745,0.6970028875833914,0.0043,1.08,HV,1.08,1.1,0.9963,7.422811908790745,1.215905718096426,52350.35
sn1997br-19970602.19-fast.flm,36.64,1997br,41.59467778770669,0.695065038228577,0.0071,1.09,,1.09,35.1,1.1193,-6.494677787706692,1.3175537550201484,50601.19
sn2008Q-20080207.13-fast.flm,210.3,2008Q,-2.2517607380260634,0.1983930165658169,0.0081,1.25,N,1.25,-1.3,0.7799,0.9517607380260632,0.8047383419609659,54503.13
sn2003kg-20031129.12-fast.flm,21.6,2003kg,,,0.0262,,,,2.45,1.7947,,,52972.12
sn2000cx-20001124.21-fast.flm,17.87,2000cx,118.4505505406172,0.2975895248487253,0.0081,0.99,pec,0.99,198.6,16.7058,80.1494494593828,16.708450352001517,51872.21
sn2005cf-20050903.14-fast.flm,19.83,2005cf,81.90760059612751,0.1987083954297069,0.0065,1.1,N,1.1,84.65,2.9052,2.742399403872497,2.9119876487399887,53616.14
sn2005el-20051007.48-fast.flm,82.05,2005el,4.020496649587846,0.1970831690973591,0.0148,1.27,N,1.27,2.0,0.6927,-2.0204966495878462,0.7201909924051108,53650.48
sn2003cq-20030409.25-fast.flm,10.31,2003cq,0.048388657701452,0.8709958385754378,0.0333,1.2,N,1.2,-0.25,1.1536,-0.298388657701452,1.4454849396710192,52738.25
sn2008ar-20080414.30-fast.flm,10.42,2008ar,35.279212552387065,0.584738329597505,0.0261,1.1,N,1.1,27.95,1.7828,-7.329212552387066,1.8762448545167232,54570.3
sn1999aa-19990311.23-fast.flm,111.98,1999aa,15.605283911673649,0.887223974763407,0.0144,0.78,91T,0.78,16.4,0.4681,0.79471608832635,1.0031370750774684,51248.23
sn2001ep-20011014.45-fast.flm,133.11,2001ep,-3.1095755182640232,0.493583415597236,0.013,1.3,N,1.3,-1.85,0.7432,1.2595755182640231,0.8921719722971765,52196.45
sn2004at-20040329.21-fast.flm,80.13,2004at,1.1836055952255962,0.7825491538687275,0.0223,1.05,N,1.05,-0.3,0.6909,-1.4836055952255962,1.043899414800421,53093.21
sn2007qe-20071203.12-fast.flm,74.86,2007qe,8.028127746851416,0.0,0.0239,1.03,,1.03,6.9,0.3722,-1.1281277468514157,0.3722,54437.12
sn2006N-20060223.18-fast.flm,45.86,2006N,28.17706792862245,0.1971803214039239,0.0143,1.5,N,1.5,29.5,1.1478,1.3229320713775508,1.1646136351378318,53789.18
sn2003kf-20031129.41-fast.flm,158.83,2003kf,-8.328370061543993,0.3970617431010522,0.0074,1.1,N,1.1,-0.9,0.9038,7.428370061543992,0.987173980529494,52972.41
sn2005hk-20051208.12-fast.flm,30.95,2005hk,27.16683119447589,0.493583415597236,0.013,1.56,pec,1.56,29.4,1.2346,2.233168805524109,1.3296096224654188,53712.12
sn2005eq-20051202.28-fast.flm,9.08,2005eq,50.80660835762764,0.3887269193391643,0.029,0.88,91T,0.88,41.9,0.7273,-8.90660835762764,0.8246659371035747,53706.28
sn2004as-20040314.32-fast.flm,37.99,2004as,-6.867119301650579,0.5819592628516004,0.031,0.92,N,0.92,-4.1,1.7579,2.7671193016505793,1.8517259499231464,53078.32
sn1995bd-19951228.25-fast.flm,36.78,1995bd,-7.145673171693279,0.3942440370589395,0.0146,0.94,,0.94,-8.0,0.4223,-0.8543268283067214,0.5777245457452284,50079.25
sn2001C-20010316.14-fast.flm,34.63,2001C,,,0.0109,,,,72.2,3.5995,,,51984.14
sn2002jy-20030126.10-fast.flm,9.3,2002jy,30.502157708904026,0.3923107100823852,0.0196,0.88,N,0.88,24.2,2.4448,-6.302157708904026,2.4760764796842087,52665.1
sn2001ic-20011218.11-fast.flm,8.7,2001ic,,,0.0442,,,,13.1,1.2855,,,52261.11
sn2007fb-20070707.44-fast.flm,47.32,2007fb,1.7092337917536726,0.2946954813359528,0.018,,N,,-2.25,1.1608,-3.9592337917536726,1.1976235079188404,54288.44
sn2001V-20010226.30-fast.flm,74.19,2001V,-6.403310018717368,0.3940498473056842,0.0151,0.82,91T,0.82,-5.45,0.5285,0.9533100187173682,0.6592325326936112,51966.3
sn1999cl-19990605.19-fast.flm,168.02,1999cl,-8.245683667392013,0.5953562214725143,0.0078,1.17,HV,1.17,-0.22,0.9471,8.025683667392013,1.118681116514456,51334.19
sn1999X-19990210.34-fast.flm,43.54,1999X,15.939908301625705,0.97551458394303,0.0251,1.11,,1.11,12.2,0.3215,-3.7399083016257055,1.0271275254249317,51219.34
sn2001ay-20010421.48-fast.flm,40.96,2001ay,-1.4754416618101325,0.7765482430596001,0.0302,0.68,HV,0.68,-1.2,1.5557,0.2754416618101325,1.738743702734521,52020.48
sn2006ac-20060224.37-fast.flm,50.65,2006ac,9.064241713116337,0.1955607705094358,0.0227,1.2,HV,1.2,9.4,0.4752,0.3357582868836637,0.5138667677153722,53790.37
sn1998bu-19980516.15-fast.flm,512.0,1998bu,-3.539734769165056,0.4985541928407618,0.0029,1.03,N,1.03,-2.3,0.7342,1.239734769165056,0.8874716464198186,50949.15
sn2005na-20060130.24-fast.flm,21.53,2005na,23.716262301467903,1.2666861541459613,0.0263,1.09,N,1.09,22.85,0.9475,-0.8662623014679021,1.5818502024860277,53765.24
sn2007su-20071231.09-fast.flm,48.98,2007su,,,0.0279,,,,2.3,0.9406,,,54465.09
sn2007bd-20070407.18-fast.flm,17.91,2007bd,-9.039767216294578,0.0969932104752667,0.031,1.3,HV,1.3,-5.1,1.0358,3.9397672162945785,1.0403313524441622,54197.18
sn1999ac-19990417.50-fast.flm,61.28,1999ac,34.67062902426944,0.6934125804853887,0.0095,1.23,91T,1.23,29.95,1.3346,-4.720629024269439,1.5039874224126362,51285.5
sn2002dp-20020708.44-fast.flm,91.87,2002dp,12.988039932785822,0.1976870613818325,0.0117,1.12,N,1.12,11.9,0.3468,-1.088039932785822,0.3991871919761259,52463.44
sn1999gj-19991209.53-fast.flm,16.84,1999gj,,,0.0172,,,,31.075,4.4635,,,51521.53
sn2007ci-20070519.18-fast.flm,44.32,2007ci,-7.092337917486408,0.1964636542239685,0.018,1.6,N,1.6,-1.4,0.9765,5.692337917486409,0.9960673759495564,54239.18
sn1998aq-19980529.19-fast.flm,152.77,1998aq,30.86960852675091,0.3984460603645781,0.0039,1.11,N,1.11,32.9,1.0954,2.0303914732490895,1.165615898578967,50962.19
sn2007le-20071116.14-fast.flm,85.92,2007le,21.295192689712287,0.4966229638458482,0.0068,1.01,HV,1.01,19.1,0.9028,-2.195192689712286,1.0303796427623335,54420.14
sn2002cd-20020605.46-fast.flm,11.81,2002cd,46.77355502771381,0.3958828186856691,0.0104,0.84,HV,0.84,67.0,3.8295,20.22644497228619,3.849908239962416,52430.46
sn2005kc-20051203.17-fast.flm,66.73,2005kc,9.72317998226317,0.1970249236528421,0.0151,1.24,N,1.24,8.915,0.432,-0.8081799822631712,0.4748081934217313,53707.17
sn2001da-20010714.46-fast.flm,72.18,2001da,-2.005505308691381,1.2780180888714117,0.0172,1.12,N,1.12,-2.7,1.4596,-0.694494691308619,1.9400418540543232,52104.46
sn2003ic-20030929.35-fast.flm,33.48,2003ic,5.259168009092803,1.421396759215389,0.0553,,N,,7.965,0.6564,2.705831990907197,1.565640350498163,52911.35
sn2003ae-20030207.38-fast.flm,25.68,2003ae,,,0.0328,,,,7.45,0.6169,,,52677.38
sn2006H-20060203.12-fast.flm,12.86,2006H,16.291913214994157,0.3944773175542406,0.014,1.83,91bg,1.83,28.2,0.8956,11.908086785005844,0.978627464393264,53769.12
sn2003it-20031031.23-fast.flm,21.94,2003it,8.516242317825775,0.195102916788606,0.0251,1.36,N,1.36,7.5,0.3738,-1.016242317825775,0.4216533981120296,52943.23
sn2007co-20070911.16-mmt.flm,18.52,2007co,87.20545277507786,0.0973709834469328,0.027,1.16,N,1.16,87.7,3.9589,0.4945472249221438,3.9600972612320295,54354.16
sn1999gm-19991229.39-fast.flm,17.97,1999gm,,,0.0424,,,,12.15,0.9486,,,51541.39
sn2008ar-20080304.40-fast.flm,30.56,2008ar,-4.580450248510954,0.584738329597505,0.0261,1.1,N,1.1,-7.1,0.7096,-2.5195497514890457,0.9194841347736676,54529.4
sn1999aa-19990216.24-fast.flm,89.28,1999aa,-7.058359621454547,0.887223974763407,0.0144,0.78,91T,0.78,-7.6,0.7509,-0.5416403785454529,1.1623326509201135,51225.24
sn2001bf-20010524.44-fast.flm,147.17,2001bf,7.621110673498659,0.7877116975187082,0.0156,0.99,N,0.99,7.65,0.4986,0.028889326501341,0.9322508666704498,52053.44
sn2001eh-20011015.32-fast.flm,17.87,2001eh,26.824799922861548,0.2892681515765114,0.0371,0.92,91T,0.92,23.4,1.1148,-3.424799922861549,1.1517183264654998,52197.32
sn2004ab-20040224.49-fast.flm,65.08,2004ab,,,0.0058,,,,3.0,0.6613,,,53059.49
sn2003ch-20030402.03-ldss2.flm,220.84,2003ch,5.590243902435049,0.7804878048780489,0.025,1.22,N,1.22,5.1,0.7505,-0.4902439024350498,1.082779508285669,52731.03
sn2006ac-20060225.38-fast.flm,45.38,2006ac,10.051823604183864,0.1955607705094358,0.0227,1.2,HV,1.2,10.4,0.2762,0.3481763958161359,0.3384234846494022,53791.38
sn2007af-20070416.35-fast.flm,79.11,2007af,32.07678535906107,0.3978516013526954,0.0054,1.04,N,1.04,30.18,1.2317,-1.8967853590610704,1.2943611500268788,54206.35
sn2006X-20060424.22-fast.flm,29.41,2006X,62.79347393553782,0.7958615200955034,0.0052,1.18,HV,1.18,62.1,3.6894,-0.693473935537817,3.774263891034744,53849.22
sn1998cs-19980701.20-fast.flm,25.87,1998cs,,,0.0326,,,,-10.2,0.9183,,,50995.2
sn2006X-20060304.51-fast.flm,78.51,2006X,12.34580183048497,0.7958615200955034,0.0052,1.18,HV,1.18,10.4,0.4418,-1.9458018304849691,0.910265235614722,53798.51
sn2001G-20010525.18-mmt.flm,37.04,2001G,122.52163650668938,2.1636506687647525,0.0168,,N,,105.15,4.1934,-17.37163650668937,4.718684962618946,52054.18
sn2002fk-20030112.19-fast.flm,7.87,2002fk,102.52109181141525,0.3970223325062034,0.0075,1.13,N,1.13,89.6,3.3387,-12.921091811415252,3.3622231369301865,52651.19
sn1999dq-19990917.46-fast.flm,198.56,1999dq,2.425796272556086,0.6902672320283996,0.0141,0.86,91T,0.86,1.3,0.795,-1.1257962725560862,1.0528503462563654,51438.46
sn2003it-20031024.24-fast.flm,74.61,2003it,1.697395376058885,0.195102916788606,0.0251,1.36,N,1.36,-0.4,1.0742,-2.097395376058885,1.0917741470374822,52936.24
sn2003hu-20030927.14-fast.flm,16.17,2003hu,7.479069767442673,1.9534883720930232,0.075,,91T,,7.5,0.4161,0.020930232557327,1.997312201410348,52909.14
sn2007ax-20070416.17-fast.flm,21.94,2007ax,18.935557541455378,0.4964750273061264,0.0071,1.87,91bg,1.87,13.75,2.4077,-5.185557541455378,2.458354478658157,54206.17
sn2007sw-20080129.50-fast.flm,27.0,2007sw,,,0.0252,,,,25.1,1.833,,,54494.5
sn2000dm-20000925.11-fast.flm,106.71,2000dm,-2.847571189279159,0.3941275002463297,0.0149,1.46,N,1.46,-2.8,0.6639,0.047571189279159,0.7720749292979411,51812.11
sn2002bo-20020414.17-fast.flm,98.84,2002bo,21.378074280594607,0.6970028875833914,0.0043,1.08,HV,1.08,25.15,3.756,3.771925719405392,3.820124215951568,52378.17
sn2002db-20020601.29-fast.flm,29.44,2002db,,,0.0362,,,,0.7,0.624,,,52426.29
sn2000cn-20000704.32-fast.flm,12.01,2000cn,20.92818759159575,0.0977039570102589,0.0235,1.51,,1.51,27.0,1.1805,6.071812408404249,1.1845363283645896,51729.32
sn2003ia-20030930.13-fast.flm,10.63,2003ia,,,0.0298,,,,27.1,1.5908,,,52912.13
sn2007al-20070320.11-ldss3.flm,126.97,2007al,10.087935974705196,0.2964133978855844,0.0121,1.89,91bg,1.89,10.685,2.2932,0.5970640252948041,2.31227747955259,54179.11
sn2003hw-20030921.44-fast.flm,16.04,2003hw,,,0.042,,,,28.4,1.2326,,,52903.44
sn1998dh-19980728.40-fast.flm,81.76,1998dh,-7.43531277882423,0.8922375334589076,0.0087,1.17,N,1.17,-2.6,0.6446,4.83531277882423,1.1007256588781944,51022.4
sn2005ej-20050928.10-fast.flm,45.25,2005ej,,,0.0379,,,,4.61,0.3809,,,53641.1
sn1994D-19940311.41-fast.flm,99.94,1994D,-10.060823611523093,0.0997108385681523,0.0029,1.37,N,1.37,-1.1,1.4076,8.960823611523093,1.4111272130208403,49422.41
sn1998cn-19980619.16-fast.flm,14.73,1998cn,,,0.009,,,,17.0,0.8135,,,50983.16
sn2001da-20010724.45-fast.flm,91.06,2001da,7.815572158864617,1.2780180888714117,0.0172,1.12,N,1.12,7.55,0.3853,-0.2655721588646171,1.3348356923166744,52114.45
sn1999cf-19990605.21-fast.flm,57.2,1999cf,,,0.0245,,,,0.25,1.0018,,,51334.21
sn2006R-20060129.53-fast.flm,13.52,2006R,,,0.0341,,,,29.9,1.4347,,,53764.53
sn2000cw-20000726.46-fast.flm,31.23,2000cw,3.455975148041619,0.0,0.0301,1.22,N,1.22,-0.05,1.0594,-3.505975148041619,1.0594,51751.46
sn2005el-20051102.40-fast.flm,39.36,2005el,29.562475364603863,0.1970831690973591,0.0148,1.27,N,1.27,31.6,0.9299,2.0375246353961387,0.9505555141818168,53676.4
sn2001V-20010225.30-fast.flm,60.19,2001V,-7.388434636981579,0.3940498473056842,0.0151,0.82,91T,0.82,-6.4,0.6159,0.9884346369815784,0.7311689901531883,51965.3
sn1999cl-19990606.18-fast.flm,129.35,1999cl,-7.263345901964387,0.5953562214725143,0.0078,1.17,HV,1.17,-5.2,1.7168,2.0633459019643867,1.817099686436061,51335.18
sn2001fe-20011220.52-fast.flm,40.4,2001fe,33.866193013617234,0.0986777185711466,0.0134,1.0,N,1.0,34.9,1.0991,1.033806986382764,1.1035207755825924,52263.52
sn2002hw-20021112.10-fast.flm,15.58,2002hw,-5.208845208848069,0.0982800982800982,0.0175,1.44,N,1.44,-3.45,1.5178,1.7588452088480686,1.5209785724059186,52590.1
sn2002fk-20021009.36-fast.flm,232.39,2002fk,8.397022332505337,0.3970223325062034,0.0075,1.13,N,1.13,7.0,0.3851,-1.3970223325053368,0.5531082556865937,52556.36
sn2007hj-20071009.23-fast.flm,16.4,2007hj,32.86010056196564,0.1971803214039239,0.0143,1.95,N,1.95,31.85,1.2497,-1.0101005619656362,1.2651601357729203,54382.23
sn2006ap-20060304.52-fast.flm,29.49,2006ap,,,0.0225,,,,17.5,0.8772,,,53798.52
sn1994Q-19940612.32-mmt.flm,42.79,1994Q,18.572122389512018,1.06847984458475,0.0295,1.03,,1.03,16.25,1.0535,-2.3221223895120175,1.5005037248483764,49515.32
sn1995ak-19951114.25-fast.flm,62.32,1995ak,13.347022587270418,0.977803852547179,0.0227,1.25,,1.25,17.25,1.0228,3.902977412729582,1.414998308852737,50035.25
sn2003ic-20031017.23-fast.flm,22.84,2003ic,22.202217378944653,1.421396759215389,0.0553,,N,,,,,,52929.23
sn2006bq-20060427.35-fast.flm,27.26,2006bq,5.3332028574196,0.7828554653097172,0.0219,1.29,HV,1.29,2.3,1.3267,-3.0332028574196004,1.5404530403635464,53852.35
sn2007if-20071011.30-fast.flm,14.01,2007if,33.420219698381544,0.4654626698938744,0.0742,0.71,pec,0.71,31.55,1.6246,-1.8702196983815431,1.6899646910704182,54384.3
sn2007cf-20070513.26-fast.flm,15.42,2007cf,,,0.0329,,,,27.7,2.3193,,,54233.26
sn1995ak-19951127.26-fast.flm,14.39,1995ak,26.068250708911208,0.977803852547179,0.0227,1.25,,1.25,27.5,1.8904,1.431749291088792,2.1283121326666596,50048.26
sn1994ae-19941208.55-fast.flm,234.13,1994ae,9.011251618045316,0.7965747286667331,0.0043,0.96,N,0.96,8.95,0.4312,-0.0612516180453166,0.9057950862918608,49694.55
snf20080514-002-20080606.33-mmt.flm,89.97,snf20080514-002,11.38076132694457,0.4892846658185732,0.0219,1.35,N,,10.1,0.3543,-1.280761326944571,0.6040926867668511,54623.33
sn1999gp-20000303.12-fast.flm,24.38,1999gp,54.56316353365548,1.266192656082595,0.0267,0.87,91T,0.87,42.25,1.2706,-12.313163533655477,1.7937859968004812,51606.12
sn2003ez-20030607.16-fast.flm,16.51,2003ez,,,0.048,,,,-4.1,1.0014,,,52797.16
sn2002fk-20021204.27-fast.flm,19.94,2002fk,63.890818858556166,0.3970223325062034,0.0075,1.13,N,1.13,62.4,1.5464,-1.4908188585561677,1.596552439636314,52612.27
sn2002cs-20020508.47-fast.flm,78.91,2002cs,-7.412876550500921,0.6891120299271509,0.0158,0.99,HV,0.99,-3.35,1.3142,4.062876550500921,1.4839127433209538,52402.47
sn2004fu-20041119.07-fast.flm,55.8,2004fu,2.4474831549753904,0.1981767736821244,0.0092,1.08,HV,1.08,-0.7,2.2353,-3.14748315497539,2.2440677627083936,53328.07
sn1999ac-19990323.51-fast.flm,160.85,1999ac,9.915799900943078,0.6934125804853887,0.0095,1.23,91T,1.23,7.65,0.3243,-2.265799900943078,0.7655008143531956,51260.51
sn1995ak-19951118.33-fast.flm,24.57,1995ak,17.336462305664615,0.977803852547179,0.0227,1.25,,1.25,21.495,1.5439,4.1585376943353864,1.8274921570436644,50039.33
sn2003cg-20030325.24-fast.flm,66.11,2003cg,-6.134847126783679,0.3983666965441689,0.0041,1.26,N,1.26,-1.3,0.6718,4.8348471267836794,0.7810321791805468,52723.24
sn2001ep-20011118.47-fast.flm,46.89,2001ep,31.461006910170408,0.493583415597236,0.013,1.3,N,1.3,29.4,1.0529,-2.061006910170409,1.1628512364669152,52231.47
