sn_name,snr,redshift,feature_depth,mean_continuum_noise,adaptive_feature_width_A,min_wavelength_A,spectrum_file
2007au,24.34,0.02000,4.2547e-16,1.7480e-17,255.8,6229.4,sn2007au-20070320.20-fast_corrected.flm
2006X,90.61,0.00520,1.3815e-14,1.5246e-16,269.0,6084.1,sn2006X-20060226.32-fast_corrected.flm
2001br,2.39,0.02090,1.6287e-17,6.8101e-18,26.0,6294.0,sn2001br-20010715.44-mmt_corrected.flm
2004ef,18.75,0.03100,8.3337e-16,4.4439e-17,224.9,6300.9,sn2004ef-20040917.27-fast_corrected.flm
2007co,31.42,0.02700,6.5663e-16,2.0896e-17,254.3,6287.6,sn2007co-20070614.38-fast_corrected.flm
1998co,3.52,0.01820,3.0258e-16,8.5923e-17,63.0,6283.5,sn1998co-19980718.47-fast_corrected.flm
1996ai,26.61,0.00290,1.3403e-14,5.0375e-16,207.3,6146.1,sn1996ai-19960625.26-fast_corrected.flm
2001V,11.00,0.01510,4.8087e-16,4.3696e-17,193.5,6198.0,sn2001V-20010222.44-fast_corrected.flm
2004dt,6.32,0.01940,5.6732e-16,8.9711e-17,169.1,6459.4,sn2004dt-20041020.44-fast_corrected.flm
1994M,7.06,0.02320,2.2814e-16,3.2309e-17,158.8,6261.9,sn1994M-19940506.26-fast_corrected.flm
2007hj,42.71,0.01430,2.1065e-15,4.9324e-17,247.0,6196.4,sn2007hj-20070913.33-fast_corrected.flm
2003du,70.33,0.00640,7.9588e-14,1.1317e-15,253.5,6175.5,sn2003du-20030509.29-fast_corrected.flm
2007cq,14.80,0.02620,4.1825e-16,2.8253e-17,235.2,6280.4,sn2007cq-20070625.45-fast_corrected.flm
1998bu,44.29,0.00290,1.7431e-14,3.9360e-16,181.5,6309.0,sn1998bu-19980629.16-fast_corrected.flm
1996X,56.66,0.00680,5.5521e-14,9.7998e-16,236.7,6168.1,sn1996X-19960418.31-fast_corrected.flm
2001V,5.90,0.01510,5.6132e-16,9.5060e-17,50.0,6236.0,sn2001V-20010326.47-mmt_corrected.flm
1996ai,6.56,0.00290,1.9546e-15,2.9813e-16,158.8,6147.6,sn1996ai-19960706.23-fast_corrected.flm
2007co,23.20,0.02700,5.7014e-16,2.4579e-17,244.0,6271.4,sn2007co-20070613.39-fast_corrected.flm
1998ef,6.91,0.01770,3.7032e-16,5.3618e-17,198.0,6277.5,sn1998ef-19981115.25-fast_corrected.flm
2001G,13.04,0.01680,2.2103e-16,1.6949e-17,228.0,6414.0,sn2001G-20010325.27-mmt_corrected.flm
2002bo,50.41,0.00430,5.2543e-15,1.0423e-16,273.0,6084.0,sn2002bo-20020318.27-fast_corrected.flm
1998dh,50.42,0.00870,1.2864e-14,2.5511e-16,250.5,6159.0,sn1998dh-19980804.36-fast_corrected.flm
2007hj,45.69,0.01430,1.5051e-15,3.2939e-17,271.9,6184.6,sn2007hj-20070903.28-fast_corrected.flm
2002bo,1.69,0.00430,1.2783e-16,7.5529e-17,201.0,6172.5,sn2002bo-20020414.17-fast_corrected.flm
1996ai,47.37,0.00290,1.5262e-14,3.2219e-16,225.0,6147.6,sn1996ai-19960620.15-mmt_corrected.flm
2003kf,51.48,0.00740,9.7673e-15,1.8972e-16,232.5,6154.5,sn2003kf-20031202.36-fast_corrected.flm
2002cf,5.45,0.01540,1.5687e-16,2.8802e-17,220.5,6208.5,sn2002cf-20020415.30-fast_corrected.flm
2003du,22.66,0.00640,3.1606e-14,1.3949e-15,168.0,6192.0,sn2003du-20030523.22-fast_corrected.flm
2002cd,20.18,0.01040,8.8905e-16,4.4058e-17,265.5,6121.5,sn2002cd-20020507.45-fast_corrected.flm
2003hu,3.37,0.07500,9.2847e-17,2.7583e-17,6.0,6859.5,sn2003hu-20030921.16-fast_corrected.flm
2007fb,15.81,0.01800,6.8550e-16,4.3352e-17,202.9,6231.2,sn2007fb-20070716.44-fast_corrected.flm
2003cq,7.85,0.03330,2.8274e-16,3.6030e-17,181.5,6283.5,sn2003cq-20030410.22-fast_corrected.flm
2002bo,30.43,0.00430,1.9244e-15,6.3233e-17,235.5,6093.0,sn2002bo-20020315.25-fast_corrected.flm
2002ck,16.59,0.02980,4.9612e-16,2.9896e-17,240.0,6322.5,sn2002ck-20020505.37-fast_corrected.flm
1998aq,112.24,0.00390,2.4850e-14,2.2139e-16,234.0,6153.0,sn1998aq-19980430.24-fast_corrected.flm
2002hu,3.05,0.03740,1.1791e-16,3.8651e-17,151.5,6336.0,sn2002hu-20021108.41-fast_corrected.flm
1999cl,3.82,0.00780,7.6695e-15,2.0086e-15,4.5,6186.0,sn1999cl-19990721.17-fast_corrected.flm
1998ab,7.47,0.02700,1.9907e-16,2.6633e-17,159.0,6334.5,sn1998ab-19980419.29-fast_corrected.flm
2002cd,18.75,0.01040,8.9569e-16,4.7777e-17,220.5,6094.5,sn2002cd-20020415.49-fast_corrected.flm
2004bg,38.72,0.02080,2.1211e-15,5.4782e-17,241.5,6265.5,sn2004bg-20040417.19-fast_corrected.flm
2002dp,18.61,0.01170,1.6585e-15,8.9105e-17,184.5,6223.5,sn2002dp-20020708.44-fast_corrected.flm
2007af,106.72,0.00540,5.4494e-14,5.1061e-16,223.4,6162.7,sn2007af-20070317.42-fast_corrected.flm
2008Z,6.00,0.02100,1.9480e-16,3.2484e-17,83.8,6244.5,sn2008Z-20080311.28-fast_corrected.flm
2006le,7.11,0.01740,1.0534e-15,1.4807e-16,157.3,6411.6,sn2006le-20061220.38-fast_corrected.flm
2007al,45.48,0.01210,1.4512e-16,3.1907e-18,199.0,6244.4,sn2007al-20070320.11-ldss3_corrected.flm
2002bo,6.99,0.00430,4.5245e-16,6.4772e-17,249.0,6102.0,sn2002bo-20020503.18-fast_corrected.flm
2001eh,12.86,0.03710,2.9506e-16,2.2951e-17,184.5,6358.5,sn2001eh-20010926.37-fast_corrected.flm
2002aw,2.93,0.02650,4.2723e-17,1.4587e-17,69.0,6322.5,sn2002aw-20020217.51-fast_corrected.flm
2003kf,26.97,0.00740,2.4098e-15,8.9347e-17,214.5,6348.0,sn2003kf-20040119.26-fast_corrected.flm
2002bo,18.18,0.00430,1.2861e-15,7.0751e-17,259.5,6009.0,sn2002bo-20020310.26-fast_corrected.flm
2002bo,17.28,0.00430,1.3931e-15,8.0613e-17,256.5,6177.0,sn2002bo-20020411.19-fast_corrected.flm
1998bp,5.24,0.01050,4.0826e-16,7.7891e-17,111.0,6219.0,sn1998bp-19980528.47-fast_corrected.flm
1999by,12.33,0.00220,1.6799e-15,1.3629e-16,160.5,6208.5,sn1999by-19990609.17-fast_corrected.flm
2007ae,7.58,0.06440,1.0706e-16,1.4131e-17,135.2,6511.0,sn2007ae-20070225.54-fast_corrected.flm
2007cg,11.50,0.03320,2.2964e-16,1.9975e-17,210.2,6256.3,sn2007cg-20070515.22-fast_corrected.flm
1994D,4.61,0.00290,3.2647e-16,7.0860e-17,55.9,6058.5,sn1994D-19940506.28-fast_corrected.flm
1998aq,35.37,0.00390,5.1088e-15,1.4443e-16,205.5,6309.0,sn1998aq-19980624.19-fast_corrected.flm
2002cd,3.08,0.01040,1.1227e-16,3.6426e-17,18.0,6091.5,sn2002cd-20020513.47-fast_corrected.flm
2006cq,11.00,0.04830,1.2715e-16,1.1557e-17,169.1,6416.6,sn2006cq-20060531.27-fast_corrected.flm
2007fs,18.86,0.01730,1.0884e-15,5.7710e-17,207.3,6426.2,sn2007fs-20070905.28-fast_corrected.flm
2004bk,37.71,0.02300,9.8651e-16,2.6157e-17,216.0,6241.5,sn2004bk-20040424.32-fast_corrected.flm
2001V,14.92,0.01510,4.6573e-16,3.1205e-17,187.5,6387.0,sn2001V-20010427.35-fast_corrected.flm
2007af,11.90,0.00540,5.4579e-16,4.5867e-17,107.3,6211.2,sn2007af-20070412.45-fast_corrected.flm
2001cp,5.04,0.02240,1.3376e-16,2.6565e-17,52.5,6303.0,sn2001cp-20010725.26-fast_corrected.flm
2007af,11.22,0.00540,2.9298e-16,2.6101e-17,67.6,6219.0,sn2007af-20070418.28-fast_corrected.flm
1999ac,11.63,0.00950,6.8142e-16,5.8584e-17,256.5,6351.0,sn1999ac-19990407.46-fast_corrected.flm
2007fs,12.48,0.01730,1.1329e-15,9.0754e-17,245.5,6458.5,sn2007fs-20070902.29-fast_corrected.flm
2005eq,3.96,0.02900,5.3479e-17,1.3505e-17,4.4,6258.9,sn2005eq-20051009.42-fast_corrected.flm
1999ek,9.54,0.01750,1.8857e-16,1.9772e-17,202.5,6249.0,sn1999ek-19991112.46-fast_corrected.flm
2005M,3.18,0.02200,4.4619e-17,1.4019e-17,14.7,6326.5,sn2005M-20050304.31-fast_corrected.flm
2002dj,6.69,0.00930,5.2745e-16,7.8870e-17,87.0,6072.0,sn2002dj-20020615.17-fast_corrected.flm
2002de,14.68,0.02800,1.0041e-15,6.8390e-17,163.5,6279.0,sn2002de-20020612.29-fast_corrected.flm
2005kc,18.60,0.01510,5.4514e-16,2.9303e-17,141.1,6229.2,sn2005kc-20051205.09-fast_corrected.flm
2004at,47.56,0.02230,3.4556e-15,7.2651e-17,246.0,6273.0,sn2004at-20040329.21-fast_corrected.flm
1998bp,39.03,0.01050,5.5111e-15,1.4120e-16,258.0,6205.5,sn1998bp-19980504.39-fast_corrected.flm
2002bf,2.76,0.02440,8.9347e-17,3.2348e-17,7.5,6279.0,sn2002bf-20020319.33-fast_corrected.flm
1996bl,14.52,0.03600,4.3343e-16,2.9848e-17,251.4,6303.4,sn1996bl-19961018.18-fast_corrected.flm
2001en,42.11,0.01640,2.5420e-15,6.0362e-17,258.0,6214.5,sn2001en-20011018.35-fast_corrected.flm
2008C,10.82,0.01700,7.6530e-16,7.0758e-17,13.2,5989.7,sn2008C-20080212.27-fast_corrected.flm
2006az,16.00,0.03110,5.8739e-16,3.6709e-17,213.2,6321.8,sn2006az-20060331.37-fast_corrected.flm
1994D,99.17,0.00290,2.2069e-14,2.2253e-16,267.5,6140.8,sn1994D-19940317.35-fast_corrected.flm
1998ab,5.50,0.02700,1.8121e-16,3.2929e-17,229.5,6406.5,sn1998ab-19980504.28-fast_corrected.flm
1995al,33.26,0.00510,1.5099e-15,4.5396e-17,241.1,6393.0,sn1995al-19960210.31-fast_corrected.flm
2004L,8.48,0.03230,1.7104e-16,2.0180e-17,177.0,6433.5,sn2004L-20040214.46-fast_corrected.flm
2008af,5.08,0.03350,1.0841e-16,2.1340e-17,83.8,6345.4,sn2008af-20080301.49-fast_corrected.flm
1994ae,27.05,0.00430,1.1790e-15,4.3578e-17,39.7,6182.7,sn1994ae-19941228.49-fast_corrected.flm
2008bf,39.42,0.02460,1.0761e-15,2.7303e-17,241.1,6280.3,sn2008bf-20080401.29-fast_corrected.flm
1997cn,4.47,0.01680,1.0959e-16,2.4529e-17,13.2,6276.9,sn1997cn-19970608.29-fast_corrected.flm
2008ar,13.55,0.02610,7.0967e-16,5.2380e-17,230.8,6305.2,sn2008ar-20080305.38-fast_corrected.flm
2002bf,1.97,0.02440,7.6046e-17,3.8685e-17,7.5,6187.5,sn2002bf-20020309.25-fast_corrected.flm
2008bf,18.11,0.02460,3.7698e-16,2.0816e-17,195.5,6276.4,sn2008bf-20080410.28-fast_corrected.flm
1997do,11.79,0.01010,5.5316e-16,4.6912e-17,217.5,6025.5,sn1997do-19971102.46-fast_corrected.flm
2002bf,11.05,0.02440,5.3141e-16,4.8101e-17,234.0,6241.5,sn2002bf-20020318.24-fast_corrected.flm
2001G,9.38,0.01680,7.5457e-16,8.0411e-17,166.5,6385.5,sn2001G-20010301.45-fast_corrected.flm
2007S,24.91,0.01390,2.5328e-15,1.0169e-16,207.3,6242.1,sn2007S-20070212.33-fast_corrected.flm
2007af,13.11,0.00540,3.7354e-16,2.8484e-17,201.4,6389.0,sn2007af-20070611.20-fast_corrected.flm
1999ac,15.16,0.00950,5.3011e-16,3.4976e-17,264.0,6340.5,sn1999ac-19990417.50-fast_corrected.flm
2003kf,13.07,0.00740,3.9931e-16,3.0541e-17,154.5,6346.5,sn2003kf-20040214.22-fast_corrected.flm
2002ck,12.79,0.02980,4.9919e-16,3.9021e-17,213.0,6328.5,sn2002ck-20020507.38-fast_corrected.flm
2003ic,8.01,0.05530,1.7941e-16,2.2398e-17,123.0,6453.0,sn2003ic-20030929.35-fast_corrected.flm
2007ca,6.09,0.01410,1.3033e-16,2.1393e-17,5.9,6249.8,sn2007ca-20070614.23-fast_corrected.flm
2006al,7.56,0.06790,1.7909e-16,2.3678e-17,180.8,6531.6,sn2006al-20060226.29-fast_corrected.flm
1998dx,5.15,0.05420,1.0450e-16,2.0284e-17,153.0,6454.5,sn1998dx-19980914.18-fast_corrected.flm
2001cp,11.88,0.02240,5.6909e-16,4.7884e-17,168.0,6280.5,sn2001cp-20010715.25-fast_corrected.flm
1997bp,12.90,0.00830,5.8871e-16,4.5643e-17,199.9,6160.8,sn1997bp-19970512.22-fast_corrected.flm
1996X,32.82,0.00680,2.3343e-14,7.1115e-16,210.2,6174.0,sn1996X-19960426.28-fast_corrected.flm
2004fu,8.75,0.00920,1.6721e-15,1.9114e-16,223.4,6163.9,sn2004fu-20041121.09-fast_corrected.flm
1999aa,10.94,0.01440,3.1247e-16,2.8554e-17,154.5,6376.5,sn1999aa-19990411.22-fast_corrected.flm
2007le,8.85,0.00680,1.9577e-13,2.2117e-14,66.1,6366.6,sn2007le-20071215.11-fast_corrected.flm
2007fs,19.17,0.01730,1.1380e-15,5.9378e-17,251.4,6455.8,sn2007fs-20070915.23-fast_corrected.flm
2000dn,4.12,0.03210,9.8719e-17,2.3990e-17,153.0,6350.5,sn2000dn-20001003.30-fast_corrected.flm
1997bq,2.04,0.00930,9.4822e-17,4.6444e-17,83.8,6078.5,sn1997bq-19970412.13-fast_corrected.flm
1998dx,7.30,0.05420,1.4929e-16,2.0452e-17,211.5,6454.5,sn1998dx-19980924.16-fast_corrected.flm
2002he,121.92,0.02460,5.3205e-15,4.3641e-17,270.0,6236.0,sn2002he-20021104.50-mmt_corrected.flm
2007le,95.13,0.00680,1.4253e-11,1.4983e-13,252.8,6163.2,sn2007le-20071103.17-fast_corrected.flm
2005eq,13.62,0.02900,4.6351e-16,3.4033e-17,185.2,6329.4,sn2005eq-20051012.33-fast_corrected.flm
2000dk,26.23,0.01750,1.1750e-15,4.4796e-17,261.0,6217.5,sn2000dk-20000920.39-fast_corrected.flm
1999aa,6.51,0.01440,1.7584e-16,2.7009e-17,168.0,6420.0,sn1999aa-19990516.17-fast_corrected.flm
1999aa,6.46,0.01440,1.9823e-16,3.0690e-17,192.0,6436.5,sn1999aa-19990507.16-fast_corrected.flm
2007kk,8.44,0.04100,1.0579e-16,1.2535e-17,170.5,6362.1,sn2007kk-20071017.40-fast_corrected.flm
2001G,45.07,0.01680,2.1380e-15,4.7432e-17,229.5,6217.5,sn2001G-20010125.34-fast_corrected.flm
2007kk,8.44,0.04100,1.2795e-16,1.5155e-17,169.1,6356.7,sn2007kk-20071007.38-fast_corrected.flm
2003cg,59.40,0.00410,5.1029e-15,8.5913e-17,241.5,6145.5,sn2003cg-20030401.22-fast_corrected.flm
1998co,31.65,0.01820,4.4971e-15,1.4207e-16,244.5,6238.5,sn1998co-19980623.45-fast_corrected.flm
1998aq,107.51,0.00390,2.2429e-14,2.0862e-16,231.0,6154.5,sn1998aq-19980501.25-fast_corrected.flm
2001G,7.29,0.01680,2.2755e-16,3.1206e-17,4.5,6228.0,sn2001G-20010223.29-fast_corrected.flm
1999aa,11.83,0.01440,5.2582e-16,4.4436e-17,246.0,6415.5,sn1999aa-19990409.14-fast_corrected.flm
2006lf,14.02,0.01320,8.9924e-16,6.4148e-17,188.2,6222.5,sn2006lf-20061116.39-fast_corrected.flm
2007le,39.85,0.00680,1.3882e-12,3.4836e-14,252.8,6370.4,sn2007le-20071205.07-fast_corrected.flm
2003kf,38.71,0.00740,3.9096e-15,1.0099e-16,196.5,6186.0,sn2003kf-20031221.36-fast_corrected.flm
2005cf,68.95,0.00650,9.9305e-15,1.4402e-16,224.9,6171.3,sn2005cf-20050614.31-fast_corrected.flm
2006S,11.21,0.03210,2.2769e-16,2.0318e-17,191.1,6311.9,sn2006S-20060131.49-fast_corrected.flm
1995D,38.82,0.00670,3.4004e-15,8.7585e-17,235.2,6188.6,sn1995D-19950304.34-fast_corrected.flm
2002es,4.14,0.01800,1.2779e-16,3.0894e-17,82.5,6349.5,sn2002es-20020910.46-fast_corrected.flm
2007ci,2.68,0.01800,3.2940e-17,1.2269e-17,27.9,6352.8,sn2007ci-20070617.20-fast_corrected.flm
2007hj,13.45,0.01430,2.5313e-16,1.8821e-17,157.3,6219.0,sn2007hj-20070920.28-fast_corrected.flm
1997cn,4.65,0.01680,1.2000e-16,2.5827e-17,7.4,6300.4,sn1997cn-19970607.18-fast_corrected.flm
1999gd,1.37,0.01830,3.0063e-17,2.1909e-17,3.0,6238.5,sn1999gd-20000106.44-fast_corrected.flm
2002dp,4.28,0.01170,1.8158e-16,4.2439e-17,117.0,6198.0,sn2002dp-20020712.41-fast_corrected.flm
2001ck,31.20,0.03470,1.3835e-15,4.4349e-17,236.0,6346.0,sn2001ck-20010618.33-mmt_corrected.flm
1998bu,3.38,0.00290,1.1311e-16,3.3459e-17,48.0,6325.5,sn1998bu-19981222.48-fast_corrected.flm
2007af,8.70,0.00540,3.3857e-16,3.8933e-17,29.4,6212.1,sn2007af-20070423.32-fast_corrected.flm
2004fu,40.09,0.00920,4.2462e-15,1.0590e-16,263.1,6127.5,sn2004fu-20041111.17-fast_corrected.flm
1997do,25.60,0.01010,1.4859e-15,5.8050e-17,190.5,6177.0,sn1997do-19971128.50-fast_corrected.flm
1997do,43.81,0.01010,3.5886e-15,8.1913e-17,220.5,6175.5,sn1997do-19971124.45-fast_corrected.flm
2006lf,22.01,0.01320,2.0691e-15,9.4006e-17,216.1,6186.2,sn2006lf-20061101.40-fast_corrected.flm
2008ar,21.39,0.02610,1.2711e-15,5.9417e-17,226.4,6313.1,sn2008ar-20080314.29-fast_corrected.flm
2001eh,6.36,0.03710,1.3394e-16,2.1050e-17,6.0,6555.0,sn2001eh-20011117.20-fast_corrected.flm
2000cf,4.23,0.03640,3.1623e-16,7.4678e-17,117.0,6483.0,sn2000cf-20000602.33-fast_corrected.flm
1999cc,17.95,0.03140,4.5557e-16,2.5373e-17,229.5,6288.0,sn1999cc-19990516.34-fast_corrected.flm
2006N,39.06,0.01430,2.1921e-15,5.6124e-17,217.6,6211.4,sn2006N-20060131.22-fast_corrected.flm
2003hu,4.95,0.07500,1.1605e-16,2.3436e-17,39.0,6600.0,sn2003hu-20030919.19-fast_corrected.flm
2006bt,16.37,0.03220,3.1470e-16,1.9223e-17,258.7,6301.0,sn2006bt-20060501.39-fast_corrected.flm
2007le,32.34,0.00680,8.0814e-13,2.4988e-14,222.0,6394.5,sn2007le-20080101.11-fast_corrected.flm
2007bm,5.24,0.00620,1.7810e-16,3.3962e-17,266.1,6102.8,sn2007bm-20070612.17-fast_corrected.flm
2003iv,5.14,0.03430,1.3789e-17,2.6851e-18,36.0,6502.0,sn2003iv-20040118.21-mmt_corrected.flm
1999by,103.46,0.00220,3.0754e-14,2.9724e-16,271.5,6160.5,sn1999by-19990514.15-fast_corrected.flm
1998es,21.37,0.01060,8.2029e-16,3.8390e-17,202.5,6364.5,sn1998es-19990109.22-fast_corrected.flm
2005am,16.70,0.00840,3.1491e-15,1.8854e-16,236.7,6125.1,sn2005am-20050303.30-fast_corrected.flm
2006cp,15.62,0.02230,2.3213e-16,1.4865e-17,251.4,6127.1,sn2006cp-20060530.25-fast_corrected.flm
2004gs,19.09,0.02660,3.7697e-16,1.9749e-17,245.5,6264.8,sn2004gs-20041215.48-fast_corrected.flm
1999cc,14.63,0.03140,4.4547e-16,3.0443e-17,247.5,6319.5,sn1999cc-19990517.40-fast_corrected.flm
2004L,3.95,0.03230,6.7278e-17,1.7025e-17,9.0,6459.0,sn2004L-20040222.30-fast_corrected.flm
1998dx,5.90,0.05420,1.1652e-16,1.9753e-17,204.0,6502.5,sn1998dx-19980915.22-fast_corrected.flm
2005cf,34.59,0.00650,1.6550e-15,4.7850e-17,180.8,6200.1,sn2005cf-20050704.23-fast_corrected.flm
2005am,30.57,0.00840,6.3118e-15,2.0649e-16,208.7,6164.8,sn2005am-20050317.23-fast_corrected.flm
2006le,20.37,0.01740,2.8876e-15,1.4179e-16,230.8,6242.5,sn2006le-20061112.40-fast_corrected.flm
2004ef,8.79,0.03100,7.1799e-16,8.1710e-17,267.5,6204.4,sn2004ef-20040907.30-fast_corrected.flm
2006X,36.42,0.00520,1.2060e-15,3.3114e-17,238.1,6394.1,sn2006X-20060421.23-fast_corrected.flm
2004fu,43.72,0.00920,4.8953e-15,1.1198e-16,254.3,6152.5,sn2004fu-20041119.07-fast_corrected.flm
2001fe,33.06,0.01340,2.0533e-15,6.2106e-17,264.0,6214.5,sn2001fe-20011114.49-fast_corrected.flm
2006N,12.24,0.01430,4.0068e-16,3.2734e-17,220.5,6205.6,sn2006N-20060124.26-fast_corrected.flm
2002bf,12.35,0.02440,7.6180e-16,6.1700e-17,186.0,6169.5,sn2002bf-20020310.24-fast_corrected.flm
2002cd,9.39,0.01040,3.1116e-16,3.3146e-17,7.5,5983.5,sn2002cd-20020412.49-fast_corrected.flm
2007hj,41.51,0.01430,1.3861e-15,3.3389e-17,263.1,6205.8,sn2007hj-20070908.30-fast_corrected.flm
2007ca,33.15,0.01410,8.0476e-16,2.4275e-17,226.4,6215.6,sn2007ca-20070516.26-fast_corrected.flm
2002bo,65.62,0.00430,5.8498e-15,8.9147e-17,250.5,6151.5,sn2002bo-20020406.23-fast_corrected.flm
2003W,1.76,0.02010,1.1769e-16,6.6999e-17,34.5,6127.5,sn2003W-20030206.32-fast_corrected.flm
2004L,13.87,0.03230,2.7310e-16,1.9687e-17,213.0,6360.0,sn2004L-20040130.33-fast_corrected.flm
2005cf,52.11,0.00650,4.6625e-15,8.9480e-17,223.4,6160.4,sn2005cf-20050607.23-fast_corrected.flm
1997bp,47.51,0.00830,6.4942e-15,1.3668e-16,247.0,6100.5,sn1997bp-19970413.31-fast_corrected.flm
1998ab,6.25,0.02700,2.1368e-16,3.4164e-17,202.5,6418.5,sn1998ab-19980501.27-fast_corrected.flm
1999dq,9.61,0.01410,3.7861e-16,3.9417e-17,168.0,6210.0,sn1999dq-19990910.44-fast_corrected.flm
1994ae,2.84,0.00430,1.0150e-17,3.5783e-18,3.9,6300.5,sn1994ae-19951202.47-mmt_corrected.flm
2001fh,16.96,0.01230,6.3155e-16,3.7233e-17,246.0,6199.5,sn2001fh-20011107.20-fast_corrected.flm
1998de,14.11,0.01670,4.3996e-16,3.1174e-17,235.5,6193.5,sn1998de-19980726.47-fast_corrected.flm
1996Z,20.27,0.00740,1.9311e-15,9.5246e-17,216.1,6184.3,sn1996Z-19960524.18-fast_corrected.flm
2006br,2.40,0.02450,4.0111e-17,1.6714e-17,5.9,6235.8,sn2006br-20060427.33-fast_corrected.flm
2003kf,25.29,0.00740,2.3007e-15,9.0972e-17,187.5,6181.5,sn2003kf-20031228.31-fast_corrected.flm
1998es,10.22,0.01060,4.4983e-16,4.4028e-17,207.0,6412.5,sn1998es-19990223.12-fast_corrected.flm
2002fk,9.82,0.00750,3.5785e-16,3.6430e-17,216.0,6370.5,sn2002fk-20030101.21-fast_corrected.flm
2004ef,9.40,0.03100,3.8372e-16,4.0810e-17,176.4,6280.1,sn2004ef-20040910.27-fast_corrected.flm
1999gh,23.23,0.00770,1.6355e-15,7.0403e-17,243.0,6166.5,sn1999gh-19991213.51-fast_corrected.flm
1998V,27.01,0.01740,1.4011e-15,5.1880e-17,225.0,6232.5,sn1998V-19980319.51-fast_corrected.flm
1997bp,65.04,0.00830,9.9780e-15,1.5342e-16,258.7,6094.6,sn1997bp-19970414.30-fast_corrected.flm
2002ha,34.01,0.01440,2.5217e-15,7.4153e-17,231.0,6213.0,sn2002ha-20021108.09-fast_corrected.flm
2006et,18.00,0.02240,3.5273e-16,1.9599e-17,173.5,6307.8,sn2006et-20060922.37-fast_corrected.flm
2004gs,17.58,0.02660,2.8795e-16,1.6380e-17,241.1,6277.1,sn2004gs-20041220.44-fast_corrected.flm
2003W,2.37,0.02010,1.0375e-16,4.3832e-17,4.5,6373.5,sn2003W-20030331.19-fast_corrected.flm
2002bf,0.56,0.02440,2.3730e-17,4.2331e-17,39.0,6253.5,sn2002bf-20020316.32-fast_corrected.flm
2006lf,3.16,0.01320,1.2426e-16,3.9316e-17,135.2,6408.2,sn2006lf-20061222.24-fast_corrected.flm
1997bp,30.94,0.00830,3.5888e-15,1.1600e-16,220.5,6087.3,sn1997bp-19970409.29-fast_corrected.flm
2001N,2.20,0.02100,8.5279e-17,3.8704e-17,88.5,6247.5,sn2001N-20010202.47-fast_corrected.flm
2004bg,28.18,0.02080,9.1392e-16,3.2437e-17,207.0,6270.0,sn2004bg-20040425.25-fast_corrected.flm
1996X,52.94,0.00680,5.1565e-14,9.7406e-16,238.1,6159.3,sn1996X-19960415.32-fast_corrected.flm
2001da,30.38,0.01720,2.5692e-15,8.4558e-17,250.5,6213.0,sn2001da-20010718.45-fast_corrected.flm
2003fa,2.51,0.04040,9.8430e-17,3.9155e-17,72.0,6363.0,sn2003fa-20030706.28-fast_corrected.flm
2005cf,71.22,0.00650,6.2045e-15,8.7113e-17,239.6,6184.8,sn2005cf-20050610.34-fast_corrected.flm
2002do,13.28,0.01590,5.2360e-16,3.9413e-17,192.0,6223.5,sn2002do-20020619.43-fast_corrected.flm
2003du,62.88,0.00640,8.4409e-14,1.3424e-15,261.0,6181.5,sn2003du-20030505.30-fast_corrected.flm
2003W,6.68,0.02010,2.2084e-16,3.3069e-17,132.0,5980.5,sn2003W-20030130.31-fast_corrected.flm
2006le,3.48,0.01740,4.8076e-16,1.3813e-16,38.2,6222.0,sn2006le-20061031.45-fast_corrected.flm
2002dj,42.47,0.00930,5.1721e-15,1.2179e-16,249.0,6148.5,sn2002dj-20020705.18-fast_corrected.flm
2007fb,26.66,0.01800,1.4711e-15,5.5190e-17,230.8,6232.3,sn2007fb-20070707.44-fast_corrected.flm
2006le,25.32,0.01740,3.1469e-15,1.2431e-16,244.0,6227.8,sn2006le-20061114.38-fast_corrected.flm
2001bf,29.84,0.01560,3.8572e-15,1.2927e-16,247.5,6225.0,sn2001bf-20010517.48-fast_corrected.flm
2003hu,4.54,0.07500,9.7500e-17,2.1494e-17,15.0,6618.0,sn2003hu-20030930.16-fast_corrected.flm
1999by,23.42,0.00220,1.6343e-14,6.9775e-16,240.0,6177.8,sn1999by-19990521.14-fast_corrected.flm
1995al,51.40,0.00510,3.3091e-15,6.4379e-17,239.6,6385.7,sn1995al-19960115.35-fast_corrected.flm
2003fa,9.81,0.04040,2.4666e-16,2.5142e-17,172.5,6397.5,sn2003fa-20030625.30-fast_corrected.flm
2006X,9.52,0.00520,1.0002e-15,1.0505e-16,227.9,6127.6,sn2006X-20060324.34-fast_corrected.flm
2006lf,12.97,0.01320,6.3565e-16,4.9016e-17,185.2,6207.3,sn2006lf-20061119.35-fast_corrected.flm
2005cf,18.17,0.00650,9.0067e-16,4.9569e-17,116.1,6345.6,sn2005cf-20050726.18-fast_corrected.flm
2007co,24.13,0.02700,5.3358e-16,2.2112e-17,264.6,6282.2,sn2007co-20070619.45-fast_corrected.flm
2006gr,4.19,0.03460,1.0427e-16,2.4862e-17,191.1,6324.5,sn2006gr-20061003.26-fast_corrected.flm
1995D,25.48,0.00670,2.0626e-15,8.0965e-17,220.3,6202.1,sn1995D-19950309.29-mmt_corrected.flm
1998bu,17.41,0.00290,1.0219e-14,5.8684e-16,9.0,6175.5,sn1998bu-19980619.14-fast_corrected.flm
